Record Length,2.500000e+03,,-7.18e-06,-0.012,
Sample Interval,1.000000e-08,,-7.17e-06,-0.02,
Trigger Point,7.180000000000e+02,,-7.16e-06,-0.012,
,,,-7.15e-06,-0.02,
,,,-7.14e-06,-0.008,
,,,-7.13e-06,-0.008,
Source,CH1,,-7.12e-06,-0.004,
Vertical Units,V,,-7.11e-06,-0.012,
Vertical Scale,1.000000e-01,,-7.1e-06,-0.012,
Vertical Offset,0.000000e+00,,-7.09e-06,-0.008,
Horizontal Units,s,,-7.08e-06,-0.012,
Horizontal Scale,2.500000e-06,,-7.07e-06,-0.016,
Pt Fmt,Y,,-7.06e-06,-0.012,
Yzero,0.000000e+00,,-7.05e-06,-0.012,
Probe Atten,1.000000e+00,,-7.04e-06,-0.02,
Model Number,TDS2012B,,-7.03e-06,-0.008,
Serial Number,C053202,,-7.02e-06,-0.012,
Firmware Version,FV:v22.01,,-7.01e-06,-0.012,
,,,-7e-06,-0.012,
,,,-6.99e-06,-0.016,
,,,-6.98e-06,-0.016,
,,,-6.97e-06,-0.012,
,,,-6.96e-06,-0.012,
,,,-6.95e-06,-0.008,
,,,-6.94e-06,-0.012,
,,,-6.93e-06,-0.012,
,,,-6.92e-06,-0.008,
,,,-6.91e-06,-0.016,
,,,-6.9e-06,-0.012,
,,,-6.89e-06,-0.012,
,,,-6.88e-06,-0.008,
,,,-6.87e-06,-0.012,
,,,-6.86e-06,-0.004,
,,,-6.85e-06,-0.012,
,,,-6.84e-06,-0.012,
,,,-6.83e-06,-0.012,
,,,-6.82e-06,-0.012,
,,,-6.81e-06,-0.004,
,,,-6.8e-06,-0.008,
,,,-6.79e-06,-0.012,
,,,-6.78e-06,-0.012,
,,,-6.77e-06,-0.004,
,,,-6.76e-06,-0.008,
,,,-6.75e-06,-0.012,
,,,-6.74e-06,-0.012,
,,,-6.73e-06,-0.012,
,,,-6.72e-06,-0.004,
,,,-6.71e-06,-0.008,
,,,-6.7e-06,-0.004,
,,,-6.69e-06,-0.008,
,,,-6.68e-06,-0.016,
,,,-6.67e-06,-0.004,
,,,-6.66e-06,-0.012,
,,,-6.65e-06,-0.016,
,,,-6.64e-06,-0.004,
,,,-6.63e-06,-0.016,
,,,-6.62e-06,-0.004,
,,,-6.61e-06,-0.016,
,,,-6.6e-06,-0.016,
,,,-6.59e-06,-0.012,
,,,-6.58e-06,-0.004,
,,,-6.57e-06,-0.012,
,,,-6.56e-06,-0.008,
,,,-6.55e-06,-0.008,
,,,-6.54e-06,-0.012,
,,,-6.53e-06,-0.008,
,,,-6.52e-06,-0.008,
,,,-6.51e-06,-0.004,
,,,-6.5e-06,-0.012,
,,,-6.49e-06,-0.012,
,,,-6.48e-06,-0.008,
,,,-6.47e-06,-0.012,
,,,-6.46e-06,-0.016,
,,,-6.45e-06,-0.016,
,,,-6.44e-06,-0.008,
,,,-6.43e-06,-0.012,
,,,-6.42e-06,-0.012,
,,,-6.41e-06,-0.016,
,,,-6.4e-06,-0.012,
,,,-6.39e-06,-0.016,
,,,-6.38e-06,-0.012,
,,,-6.37e-06,-0.016,
,,,-6.36e-06,-0.02,
,,,-6.35e-06,-0.016,
,,,-6.34e-06,-0.012,
,,,-6.33e-06,-0.008,
,,,-6.32e-06,-0.008,
,,,-6.31e-06,-0.008,
,,,-6.3e-06,-0.008,
,,,-6.29e-06,-0.008,
,,,-6.28e-06,-0.016,
,,,-6.27e-06,-0.008,
,,,-6.26e-06,-0.012,
,,,-6.25e-06,-0.012,
,,,-6.24e-06,-0.012,
,,,-6.23e-06,-0.012,
,,,-6.22e-06,-0.016,
,,,-6.21e-06,-0.008,
,,,-6.2e-06,-0.016,
,,,-6.19e-06,-0.012,
,,,-6.18e-06,-0.012,
,,,-6.17e-06,-0.008,
,,,-6.16e-06,-0.012,
,,,-6.15e-06,-0.012,
,,,-6.14e-06,-0.004,
,,,-6.13e-06,-0.008,
,,,-6.12e-06,-0.012,
,,,-6.11e-06,-0.012,
,,,-6.1e-06,-0.012,
,,,-6.09e-06,-0.012,
,,,-6.08e-06,-0.012,
,,,-6.07e-06,-0.012,
,,,-6.06e-06,-0.016,
,,,-6.05e-06,-0.02,
,,,-6.04e-06,-0.008,
,,,-6.03e-06,-0.012,
,,,-6.02e-06,-0.016,
,,,-6.01e-06,-0.008,
,,,-6e-06,-0.008,
,,,-5.99e-06,-0.012,
,,,-5.98e-06,-0.008,
,,,-5.97e-06,-0.008,
,,,-5.96e-06,-0.008,
,,,-5.95e-06,-0.012,
,,,-5.94e-06,-0.012,
,,,-5.93e-06,-0.008,
,,,-5.92e-06,-0.012,
,,,-5.91e-06,-0.012,
,,,-5.9e-06,-0.008,
,,,-5.89e-06,-0.008,
,,,-5.88e-06,-0.008,
,,,-5.87e-06,-0.008,
,,,-5.86e-06,-0.012,
,,,-5.85e-06,-0.012,
,,,-5.84e-06,-0.012,
,,,-5.83e-06,-0.012,
,,,-5.82e-06,-0.008,
,,,-5.81e-06,-0.008,
,,,-5.8e-06,-0.012,
,,,-5.79e-06,-0.012,
,,,-5.78e-06,-0.008,
,,,-5.77e-06,-0.012,
,,,-5.76e-06,-0.012,
,,,-5.75e-06,-0.008,
,,,-5.74e-06,-0.008,
,,,-5.73e-06,-0.004,
,,,-5.72e-06,-0.012,
,,,-5.71e-06,-0.008,
,,,-5.7e-06,-0.008,
,,,-5.69e-06,-0.012,
,,,-5.68e-06,-0.004,
,,,-5.67e-06,-0.008,
,,,-5.66e-06,-0.016,
,,,-5.65e-06,-0.012,
,,,-5.64e-06,-0.008,
,,,-5.63e-06,-0.008,
,,,-5.62e-06,-0.02,
,,,-5.61e-06,-0.004,
,,,-5.6e-06,-0.012,
,,,-5.59e-06,-0.012,
,,,-5.58e-06,-0.016,
,,,-5.57e-06,-0.012,
,,,-5.56e-06,-0.008,
,,,-5.55e-06,-0.012,
,,,-5.54e-06,-0.008,
,,,-5.53e-06,-0.012,
,,,-5.52e-06,-0.008,
,,,-5.51e-06,-0.012,
